ID,FFQ_1,FFQ_2,FFQ_3,FFQ_4,FFQ_5,FFQ_6,FFQ_7,FFQ_8,FFQ_9,FFQ_10,FFQ_11,FFQ_12,FFQ_13,FFQ_14,FFQ_15,FFQ_16,FFQ_17,FFQ_18,FFQ_19,FFQ_20,FFQ_21,FFQ_22,FFQ_23,FFQ_24,FFQ_25,FFQ_26,FFQ_27,FFQ_28,FFQ_29,FFQ_30,FFQ_31,FFQ_32,FFQ_33,FFQ_34,FFQ_35,FFQ_36,FFQ_37,FFQ_38,FFQ_39,FFQ_40,FFQ_41,FFQ_42,FFQ_43,FFQ_44,FFQ_45,FFQ_46,FFQ_47,FFQ_48,FFQ_49,FFQ_50,FFQ_51,FFQ_52,FFQ_53,FFQ_54,FFQ_55,FFQ_56,FFQ_57,FFQ_58,FFQ_59,FFQ_60,FFQ_61,FFQ_62,FFQ_63,FFQ_64,FFQ_65,FFQ_66,FFQ_67,FFQ_68,FFQ_69,FFQ_70,FFQ_71,FFQ_72,FFQ_73,FFQ_74,FFQ_75,FFQ_76,FFQ_77,FFQ_78,FFQ_79,FFQ_80,FFQ_81,FFQ_82,FFQ_83,FFQ_84,FFQ_85,FFQ_86,FFQ_87,FFQ_88,FFQ_89,FFQ_90,FFQ_91,FFQ_92,FFQ_93,FFQ_94,FFQ_95,FFQ_96,FFQ_97,FFQ_98,FFQ_99,FFQ_100,FFQ_101,FFQ_102,FFQ_103,FFQ_104,FFQ_105,FFQ_106,FFQ_107,FFQ_108,FFQ_109,FFQ_110,FFQ_111,FFQ_112,FFQ_113,FFQ_114,FFQ_115,FFQ_116,FFQ_117,FFQ_118,FFQ_119,FFQ_120,FFQ_121,FFQ_122,FFQ_123,FFQ_124,FFQ_125,FFQ_126,FFQ_127,FFQ_128,FFQ_129,FFQ_130,FFQ_131,FFQ_132,FFQ_133,FFQ_134,FFQ_135,FFQ_136,FFQ_137,FFQ_138,FFQ_139,FFQ_140,FFQ_141,FFQ_142,FFQ_143,FFQ_144,FFQ_145,FFQ_146,FFQ_147,FFQ_148,FFQ_149,FFQ_150,FFQ_151,FFQ_152,FFQ_153,FFQ_154,FFQ_155,FFQ_156
R_0NbpKB19iv628AV,3,2,2,1,3,3,2,2,1,1,1,1,1,2,3,1,1,4,4,4,4,1,1,2,1,2,2,1,4,1,3,1,1,2,1,1,2,2,2,3,1,4,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,4,3,1,1,1,1,1,1,4,2,4,1,1,3,2,1,1,2,1,1,2,4,2,6,1,1,2,1,2,1,1,2,2,1,2,4,1,1,3,1,3,2,1,1,2,1,1,3,3,2,2,2,2,3,2,2,1,1,3,2,2,3,1,4,1,4,1,1,1,3,3,3,1,1,"eggs, rice, bread",7,3,2,kellogs,3,olive oil,1,i dont use it,3,4,1,1,2,2,3,2,nb,3,3,2,2.0,4.0,2,nb
R_0p0DtMJHJSsSRj3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,2,2,1,1,3,1,4,1,1,2,2,1,1,2,1,5,1,1,1,1,3,1,1,1,1,1,4,1,1,4,4,1,3,1,2,1,1,1,1,1,3,2,2,1,1,2,1,1,1,3,2,1,1,2,4,7,3,1,1,1,1,1,1,1,1,4,1,1,1,3,1,2,1,2,1,1,2,2,1,1,3,1,3,1,1,4,2,2,2,1,2,4,4,4,4,1,2,1,4,4,1,1,2,2,3,2,2,,3,2,2,,5,,5,stork,4,5,4,0,4,1,3,2,,10,1,2,0.0,0.0,2,
R_1156aqkUgYPpIc2,3,1,3,2,6,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,4,2,1,4,1,4,1,1,3,1,1,2,2,2,3,1,2,1,1,1,1,1,4,1,1,3,1,1,2,2,2,3,1,3,1,1,2,3,3,3,1,4,3,4,5,3,3,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,3,3,4,4,4,3,1,3,1,2,2,1,3,3,1,1,3,3,3,1,1,4,3,2,1,1,1,5,5,1,3,4,2,1,3,3,1,1,3,2,1,1,2,,3,2,2,,3,Sunflower oil,1,,3,2,3,2,1,2,3,2,,4,2,2,2.0,12.0,3,
R_11hVpQxJ0l0b1fT,3,2,3,1,5,1,3,1,2,1,1,2,1,3,2,2,1,2,7,2,1,1,1,2,3,2,2,1,1,2,1,4,1,2,1,1,1,1,2,5,3,2,2,1,1,1,1,6,2,1,1,2,1,3,1,3,2,2,1,1,1,1,2,1,2,3,2,2,1,2,4,2,2,3,4,1,5,1,5,1,1,4,1,2,1,1,2,2,2,1,2,2,1,4,1,2,1,6,2,1,1,2,1,1,4,4,3,1,3,3,3,4,2,1,2,4,3,4,4,2,4,1,4,4,4,2,2,3,2,1,2,,3,2,2,,3,Coconut,1,,4,4,3,1,2,4,4,2,,7,4,3,2.0,6.0,2,
R_1Bb72ce7bmyG2Wt,2,1,2,1,3,3,3,1,2,1,1,1,1,1,1,1,1,3,4,4,2,4,3,1,2,3,3,1,3,3,3,4,2,2,2,1,3,4,1,4,1,4,1,1,4,1,4,4,1,1,1,1,1,2,3,1,1,3,3,1,1,1,1,1,2,3,1,1,1,3,3,3,3,4,4,4,1,3,4,4,6,4,1,1,1,1,1,1,1,3,3,2,1,6,3,7,1,6,7,7,2,5,2,3,3,4,4,2,1,2,2,2,1,1,2,5,5,5,5,1,4,4,4,2,1,1,2,2,5,3,2,,3,2,2,,3,Sunflower,6,,4,3,3,2,2,2,2,2,,15,3,20,0.0,5.0,1,"Vitamin D- 1 daily
Iron tablet- 1 daily"
R_1CwpmACrLuSIijQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,0,0,0,,0,0,0,0,,0,0,0,0.0,0.0,0,
R_1DNCdXhjnLJVWU1,3,2,1,2,3,2,1,1,2,1,1,1,1,1,1,1,1,2,2,4,2,1,1,4,3,2,2,2,2,1,3,2,2,3,1,1,1,1,2,4,1,2,2,2,3,2,1,4,1,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,3,4,3,4,1,4,3,2,1,2,3,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,4,4,3,4,2,4,1,1,5,2,1,3,1,1,4,2,4,1,1,4,2,1,1,1,1,4,4,4,4,2,4,1,3,3,3,3,1,2,1,1,2,,3,2,1,"Kellogs, coco pops",6,Sunflower,5,Lurpak,4,4,3,3,2,1,2,2,,5,4,6,0.0,5.0,1,"Vitamin D supplement, viabiotics, once a day"
R_1DPanS6Q8QS5J9W,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,1,3,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,4,4,4,4,4,3,4,3,4,4,7,3,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,3,3,3,3,3,1,3,3,1,3,3,2,2,2,2,3,3,2,3,3,3,1,1,1,1,1,2,3,3,3,1,1,1,3,3,1,3,3,3,1,1,2,,3,2,1,kellogs multi grain shapes,1,,1,,3,3,2,1,2,1,5,2,,2,2,3,3.0,1.0,1,HB HAIR VITIAMINS
R_1dtQ9CgW8sB4vfz,4,3,3,2,4,3,3,1,3,1,1,1,2,3,3,1,1,1,1,6,4,5,3,1,4,1,4,2,4,4,4,2,2,2,4,4,6,6,1,6,6,4,2,1,1,5,1,6,1,1,1,1,1,3,2,2,2,2,2,3,2,1,1,1,2,6,3,1,1,3,4,4,4,2,2,5,2,3,6,7,1,1,1,5,1,3,1,1,1,2,2,5,3,5,1,4,3,4,6,1,2,4,1,7,5,4,4,1,4,5,4,4,3,2,2,5,5,4,5,2,6,3,6,5,4,2,4,3,4,2,2,,1,3,2,,3,Virgin olive oil,1,n/a,3,5,2,4,2,2,2,2,,7,7,7,2.0,7.0,1,TerraNova multivitamin and mineral supplement for women
R_1ercfe5yfwAI9w2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,4,3,4,2,1,5,1,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,3,1,1,4,1,1,1,1,1,5,3,1,8,8,6,1,1,1,4,4,2,1,4,1,7,7,6,1,2,1,2,2,1,1,1,5,4,7,1,1,1,1,1,4,1,1,4,1,1,3,4,5,1,1,4,3,1,2,1,2,6,7,5,4,1,5,3,1,3,3,1,3,1,1,7,2,,8,2,1,Tesco Free From Granola,5,,4,,3,3,4,N/A,4,3,3,2,,4,5,5,0.0,0.0,2,
R_1eXzb1e5jTn5a0F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,1,1,4,1,3,4,2,1,2,4,4,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,4,1,1,2,2,2,2,1,3,2,1,1,1,1,2,1,3,2,1,5,1,2,1,2,3,2,1,2,1,5,5,4,1,2,1,4,5,1,4,5,2,2,4,2,1,1,1,2,2,2,2,2,1,2,3,3,4,1,3,3,3,2,3,1,1,5,5,2,4,2,4,1,4,2,1,1,1,1,3,6,1,"protein supplement - bars/powder, 2-4 a week.",6,3,2,no,3,olive,5,vitalite,2,2,4,0,4,2,4,2,,21,3,7,0.0,0.0,1,"ASDA Energise Effervescent Energy Orange Tablets, 1x day"
R_1EZqzQ5ACibkqCT,3,3,1,3,4,1,1,1,2,1,1,2,1,2,2,1,1,3,1,1,2,1,3,4,2,3,3,2,4,1,4,1,1,3,1,1,4,4,3,3,1,4,2,1,1,1,1,2,1,1,1,1,1,6,6,2,3,1,2,1,2,1,1,2,2,3,3,7,7,7,3,2,2,3,1,1,1,3,1,6,1,1,1,2,1,2,1,3,3,6,3,5,1,2,2,1,1,1,4,4,1,4,1,3,3,3,3,1,3,3,2,1,1,1,1,6,6,1,6,2,4,1,1,3,1,2,1,2,1,1,2,,3,2,1,"Kellogs- Frosties, coco pops, Rice Krispies 
Deluxe granola- super berry",3,Rapeseed,6,,4,3,3,6,1,2,2,1,Table salt,4,4,5,1.0,6.0,1,Cod liver oil - 7 days
R_1g6zYVom7m8bzdr,4,2,2,2,5,4,4,1,4,1,1,2,1,2,2,2,1,6,5,5,1,1,4,1,4,3,4,2,5,1,4,1,2,2,1,3,1,3,5,4,1,6,1,1,2,1,4,6,1,1,1,1,1,7,7,7,7,6,6,6,6,6,6,5,4,7,7,7,7,6,5,3,3,2,5,3,1,4,2,6,7,2,2,4,1,2,2,1,1,5,4,1,1,3,2,3,1,4,3,1,4,5,1,1,5,4,4,2,3,2,2,3,2,2,3,5,5,3,5,2,6,2,6,3,1,2,6,6,2,1,2,,3,3,2,,1,,1,,2,4,4,6-7,1,1,1,2,,5,5,5,1.0,7.0,2,
R_1geBbLb6x8ehco6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,1,1,1,1,3,5,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,1,5,2,2,2,2,1,7,1,1,1,1,3,4,2,2,4,2,2,2,3,2,2,2,3,2,1,2,2,1,1,3,3,3,2,2,2,2,2,3,1,2,4,4,4,3,2,4,3,4,2,1,1,3,2,3,4,2,,8,2,2,,3,Olive,4,,5,3,4,0,4,1,5,2,,18,4,3,0.0,0.0,1,Holland and Barrett Vegan Multivitamin 2-4 week
R_1gnzvdAnBbcOUaS,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,6,2,1,1,1,1,2,1,1,1,3,1,1,1,2,,8,2,2,,5,,6,,4,5,3,less than a week,4,5,5,2,,2,1,3,0.0,2.0,3,
R_1gSld5MSJF62vAZ,2,1,3,1,4,3,4,4,2,2,1,2,1,2,3,3,3,5,1,1,4,1,1,5,4,3,3,2,7,1,4,1,3,3,4,4,5,5,5,5,2,5,2,2,2,2,2,4,3,1,1,1,1,5,2,2,1,2,3,3,1,2,1,2,3,4,3,4,5,6,3,1,4,4,4,1,1,3,4,5,3,1,3,4,3,2,2,3,3,4,4,5,1,1,1,6,1,6,5,2,3,4,1,1,2,1,3,1,3,2,3,1,2,1,2,3,4,2,1,1,4,1,2,4,1,2,3,2,1,1,2,,3,3,1,crunchy nut,3,sunflower,1,n/a,2,4,3,5,2,1,3,2,n/a,4,2,10,7.0,12.0,2,n/a
R_1GTFlHxBaIi85d0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,6,6,6,2,1,1,3,3,3,2,1,4,2,4,2,2,2,1,1,4,2,2,4,4,3,1,4,1,3,4,1,1,1,1,1,1,3,1,3,3,3,1,1,1,1,1,1,1,3,2,1,2,2,3,2,1,2,3,1,1,1,1,4,4,2,1,1,1,3,1,1,1,1,1,6,3,3,4,4,2,3,4,2,2,2,1,1,3,1,1,1,3,1,1,1,2,1,1,4,1,1,1,1,4,1,3,3,4,1,1,1,1,1,2,,6,1,2,,3,Olive oil,6,,5,4,4,5,2,3,2,2,,4,4,3,3.0,0.0,1,Vitamin c 3 per week
R_1GwDXTWHJ2FfJ6F,2,3,1,2,4,4,4,2,3,3,1,3,2,1,3,1,2,3,4,3,3,2,1,4,4,3,3,3,2,1,4,2,2,3,3,3,2,2,3,4,2,3,3,2,4,2,2,5,2,2,1,1,1,4,3,3,4,2,4,2,3,3,3,3,3,4,4,3,1,4,4,2,2,3,3,2,2,2,3,1,1,1,1,3,1,1,3,1,2,3,3,4,3,4,2,4,1,2,3,1,2,3,1,2,4,4,4,4,3,4,3,4,3,4,3,4,4,4,3,3,4,2,3,1,1,3,3,3,3,2,2,,2,2,1,Kellogs shredded wheat,3,,1,,5,4,1,3,2,2,5,2,,5,4,6,2.0,3.0,2,
R_1GZy19pqX77B11j,3,1,1,1,6,4,1,1,3,1,1,1,1,1,1,1,1,6,6,1,3,1,1,3,4,3,4,1,4,1,4,1,1,3,1,1,1,1,1,4,1,4,1,1,1,1,1,5,1,1,3,1,1,6,4,1,1,1,1,1,1,1,1,1,3,5,4,2,4,2,1,2,2,3,1,1,4,1,1,5,7,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,4,1,1,1,4,1,2,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,6,1,bowl of pasta - 2 times a week,1,2,2,n/a,3,olive oil,1,lurpak,2,5,3,0,2,2,5,2,n/a,3,0,0,3.0,7.0,2,n/a
R_1He2FWQIaidsB24,2,2,3,1,2,2,3,1,4,1,1,1,2,2,2,2,1,2,3,4,1,1,1,1,1,2,2,1,2,5,2,3,2,2,1,3,3,3,1,4,1,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,2,2,2,4,3,1,1,1,3,3,1,3,1,1,6,6,1,1,1,1,3,1,1,2,2,4,1,1,1,3,1,1,4,1,1,4,1,1,2,2,2,1,2,1,1,2,1,1,1,3,3,3,3,3,4,1,4,1,1,1,2,1,1,1,2,,3,2,2,,3,olive oil,1,,4,4,3,1,1,3,3,1,LoSalt,5,3,5,2.0,6.0,1,4-5 per day
R_1Hxx2zLXxRQh6eJ,3,3,1,2,4,1,1,1,2,2,1,2,1,3,3,1,1,2,2,1,1,1,2,1,2,2,3,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3,2,4,1,1,2,1,4,1,3,4,1,2,2,1,2,2,2,2,2,1,2,2,3,1,2,3,4,4,1,3,3,3,1,1,1,1,3,2,2,3,1,2,2,1,2,2,2,2,2,2,1,2,,8,5,2,,3,Coconut or avacado oil,3,Coconut or avacado oil,4,4,3,4-5,2,2,3,2,Himalayan pink salt!,6,0,3,2.0,4.0,1,"Magnesium, selenium, Ashwaghanda, chlorella, turmeric, vitamin b12, vitamin K2 & D3, omega 3,6&9, potassium"
R_1hydOj1LX0eoJXn,2,2,2,1,2,2,1,1,1,1,1,2,1,2,3,1,1,2,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,1,1,1,1,3,1,1,1,1,1,1,3,2,1,3,1,3,1,1,1,2,2,1,3,2,2,1,2,5,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,3,1,3,1,1,3,4,3,2,1,2,1,1,3,1,2,5,3,1,4,1,6,1,7,1,4,3,5,1,5,1,1,oatmeal 150g oats,8,2,2,,6,olive oil,6,,4,3,4,"0,5",4,1,2,2,,5,5,5,0.5,0.5,2,
R_1ifb9FJM45hJO0h,1,2,1,1,4,3,3,3,3,1,1,1,2,2,1,1,1,4,2,1,3,1,1,1,1,4,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,2,2,1,2,2,4,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,2,2,4,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,4,4,1,4,2,2,1,1,2,1,1,1,4,1,1,2,,3,1,2,,3,sunflower,1,clover,4,3,3,4,1,3,3,2,,2,1,3,2.0,4.0,2,
R_1jcTdhxd5lls5de,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,2,2,4,4,2,2,2,2,2,2,3,2,1,2,1,1,2,2,2,5,1,4,1,1,1,4,3,4,1,1,1,1,1,6,6,3,2,4,4,2,1,1,1,2,2,5,4,3,1,3,2,3,1,2,2,1,2,2,2,7,1,1,1,3,1,1,1,1,1,1,1,1,6,3,2,2,2,1,2,2,1,2,2,1,3,2,1,1,1,2,2,2,1,1,2,3,2,3,4,1,4,2,5,2,1,1,2,3,4,2,2,,2,3,2,,3,sunflower,1,,3,4,4,0,4,4,4,2,,7,4,7,0.0,0.0,1,"haliborange multivitamin + omega 3, 1-2 times a week"
R_1jdHfQVUYhbAXRq,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,2,1,4,4,4,4,1,3,2,2,1,2,3,5,3,1,2,1,1,1,1,4,2,4,2,3,1,3,2,1,2,2,3,1,1,1,1,1,4,4,4,4,3,2,2,3,1,4,2,1,4,2,1,7,7,1,7,1,1,4,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,2,3,3,1,3,2,1,2,2,2,2,1,3,2,2,3,1,1,1,1,1,4,2,,3,2,1,"Kellog's Chocolate Crunchy Nut Clusters
Jordan's Dark Chocolate Crisp
Co-op Triple Chocolate Crisp",3,Olive Oil,6,N.A,3,4,4,0,4,3,3,2,N/A,3,1,0,0.0,0.0,1,"Waitrose AZ Multivamins, 1 per day"
R_1LnFQewUYebRYG5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,4,5,5,5,5,6,7,7,5,6,7,6,6,4,3,3,5,6,6,8,8,1,2,3,2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,6,8,9,4,5,5,7,1,4,5,5,3,6,3,4,4,5,7,6,4,6,2,2,8,6,5,4,2,1,9,7,5,3,5,1,5,4,5,3,5,8,7,6,2,,1,2,2,,3,Sunflower,6,,5,5,3,2,1,1,4,2,,6,6,6,6.0,6.0,2,
R_1LogO0bs2pvvhyx,3,1,1,2,7,1,1,6,6,1,1,6,1,2,6,7,2,1,6,6,3,2,3,1,4,4,4,1,7,1,4,1,1,2,1,1,1,5,6,7,1,5,1,1,2,1,1,9,1,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,5,5,1,4,2,8,1,6,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,6,6,1,7,5,3,3,3,5,5,6,6,7,7,1,1,1,4,1,5,1,8,8,6,7,1,7,1,7,4,3,1,7,1,1,1,1,"MUSCLES, 4 OZ, (ONCE A WEEK), 1 SWEET POTATO (EVERY DAY), 1.5L WATER (EVERY DAY).",1,2,2,,3,OLIVE OIL,5,"FLORA, ANCHOR",1,4,1,ONCE A WEEK,2,2,5,2,,7,7,7,5.0,7.0,1,VITABRIGHT (ONCE A DAY).
R_1lxC6syLEu75Zpx,2,2,2,2,4,4,5,6,7,4,5,5,4,5,4,5,6,7,8,9,5,6,7,7,6,5,6,7,8,9,9,8,7,6,5,4,3,2,2,3,1,2,1,2,1,2,1,2,4,5,6,5,4,6,6,5,4,3,5,6,3,2,4,2,7,7,4,5,5,4,5,5,6,6,5,5,6,6,8,8,7,6,7,7,6,6,7,7,7,7,6,5,4,5,6,7,6,5,4,5,5,6,5,8,8,8,8,8,8,8,8,7,6,5,5,3,8,7,7,7,6,5,5,5,7,5,7,7,6,5,2,,1,1,2,,1,,1,,1,1,3,3,2,4,4,2,,3,3,2,3.0,2.0,2,
R_1M0T3D3yXj7riyq,3,4,4,3,5,2,2,3,2,2,1,3,5,4,3,1,1,5,1,1,1,1,4,5,3,3,2,2,2,2,4,1,3,2,1,1,1,1,3,3,1,5,2,4,1,1,1,4,1,1,1,1,1,7,6,7,7,5,3,2,3,4,5,2,7,5,4,4,2,2,5,1,1,1,4,1,1,3,1,1,1,1,1,7,1,2,2,1,2,2,2,5,3,3,4,3,1,3,4,2,8,4,3,2,4,4,3,2,1,2,2,4,1,3,7,1,3,5,2,2,5,5,1,4,5,2,4,5,5,3,2,,1,2,2,,3,,1,,4,4,3,2,1,3,5,2,,2,2,5,6.0,2.0,1,
R_1MR4iKzBxb3NQ94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,1,6,3,2,2,1,2,1,3,1,1,1,1,1,3,3,1,5,1,4,2,1,3,1,1,1,1,6,1,1,1,1,4,4,1,2,2,1,1,1,1,1,2,4,1,1,1,2,3,2,1,1,3,1,1,3,4,7,7,1,1,2,1,2,2,1,1,1,2,4,3,4,4,4,1,4,2,1,2,2,1,2,4,4,4,2,2,4,2,2,3,3,2,3,3,3,4,1,4,1,4,4,4,4,2,3,1,4,2,,3,2,2,,3,Sunflower,5,Stork,4,4,4,0,4,3,3,2,,7,4,7,0.0,0.0,2,
R_1Ny6EKBteWI8v83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,3,1,1,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,4,4,1,1,1,1,1,4,4,1,1,1,1,4,1,1,1,1,4,1,1,4,4,1,1,1,1,1,3,3,1,1,1,1,4,1,4,1,1,1,4,1,1,1,4,1,1,2,4,4,1,1,2,1,2,2,1,1,2,1,2,2,2,4,1,4,4,4,1,4,1,1,4,2,,6,2,2,,3,Olive,6,,4,4,4,0,4,5,5,2,,5,5,5,0.0,0.0,1,"Daily iron supplement (floravital), daily B12 supplement (Better You)"
R_1oAWDWToD6mhdZ6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,1,2,3,2,3,1,2,3,3,4,3,2,2,1,2,1,1,2,4,2,3,1,2,3,1,1,5,1,1,1,1,1,3,2,1,2,2,2,1,2,1,2,1,4,4,3,3,4,2,3,1,1,3,3,2,2,4,4,1,5,1,1,1,1,1,3,3,3,1,4,4,2,3,2,3,2,4,2,2,1,3,1,1,3,3,4,1,3,4,4,4,2,1,1,5,4,4,4,2,4,1,4,3,1,1,3,3,2,2,2,,8,3,1,Special K,3,"Olive oil, sunflower",6,,3,3,4,0,4,2,4,2,,16,2,7,0.0,0.0,1,"Magnesium, echinacea, vegan multi vitamins etc"
R_1ojzAvfOHO7dDsd,2,2,2,2,2,2,2,2,2,7,1,2,2,2,1,2,1,7,7,7,6,5,1,6,5,4,6,2,8,6,4,3,5,3,2,3,2,6,4,7,1,5,1,1,1,4,4,6,5,5,6,1,1,4,4,4,4,4,4,2,2,2,3,2,3,2,4,5,4,3,2,2,3,2,2,3,3,2,3,3,2,2,3,1,3,2,4,3,2,3,2,1,2,2,2,6,5,5,4,5,4,3,6,3,3,3,3,2,2,3,4,1,5,1,1,5,3,3,5,2,4,3,4,3,2,5,3,4,4,1,2,,1,3,1,id rather not provide any of my consumer details,3,oliveoil,1,,3,4,3,1,2,1,2,2,,0,0,0,0.0,0.0,2,
R_1Olwvt9gzUUhyWW,2,1,1,2,4,2,1,1,1,3,1,2,2,1,2,1,1,7,7,4,1,1,1,1,3,4,1,1,4,2,3,1,1,3,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,7,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,3,2,2,1,3,4,1,2,3,4,1,6,1,1,1,1,2,5,1,5,1,4,1,3,3,1,1,1,3,2,1,1,3,1,2,4,4,4,1,4,3,2,3,2,1,3,5,5,3,4,3,5,1,4,1,1,1,2,3,2,4,2,,8,2,2,,3,Sunflower oil,3,,4,3,2,0,2,1,3,2,,7,5,3,1.0,2.0,1,Vegan multivitamin. 1 tablet. 2-4 times per week
R_1py3Ps3tV913Ji7,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,6,1,1,1,1,1,4,5,5,5,3,4,1,4,4,4,4,1,1,1,1,3,4,1,3,1,1,3,1,1,2,1,5,5,1,1,4,1,1,1,2,3,1,1,1,1,2,4,4,4,4,4,3,1,3,1,4,3,1,1,1,1,3,1,1,1,8,1,2,1,1,2,4,2,4,1,4,1,2,1,1,1,1,1,1,1,1,4,3,4,4,4,4,3,2,4,3,3,4,4,3,3,1,3,2,1,4,1,3,1,4,1,4,2,,8,2,1,,3,sunflower,5,Clover,4,4,3,1,1,3,3,2,,3,1,1,0.0,1.0,1,"Bassetts Multivitamins & Multiminerals 80mg once a day
Immune defence vitimain C 80mg once a day"
R_1q9b1Bgs3Rc6rzh,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,4,4,1,4,1,1,4,5,4,1,4,1,1,1,1,1,3,1,5,1,1,1,1,1,1,1,1,1,4,1,5,1,1,4,1,4,1,4,1,1,1,4,1,1,1,1,3,1,1,1,4,4,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,2,2,1,1,3,3,3,5,4,4,1,1,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,5,2,4,4,2,4,4,4,4,1,2,,3,3,1,kellogs cornflakes,3,sunflower,3,,3,3,4,1,3,3,4,2,,4,10,9,0.0,0.0,2,
